Seq,Source,Tsend_pc_ns,Trecv_rpi_ns,Tsend2_rpi_ns,Trecv2_pc_ns,OneWay_PC_to_RPI_ms,RPI_Internal_ms,OneWay_RPI_to_PC_ms,RTT_ms,Linear_X,Angular_Z
157,nav2,1768528728918038516,1768528729079402032,1768528729079456698,1768528729093224443,161.3635,0.0547,13.7677,175.1859,0.200000,0.000000
158,nav2,1768528728980478413,1768528729566153851,1768528729566210721,1768528729577585626,585.6754,0.0569,11.3749,597.1072,0.200000,0.000000
159,nav2,1768528729024638869,1768528729570160955,1768528729570205510,1768528729578759453,545.5221,0.0446,8.5539,554.1206,0.200000,0.000000
160,nav2,1768528729066776100,1768528729571558631,1768528729571620205,1768528729584949128,504.7825,0.0616,13.3289,518.1730,0.200000,0.000000
161,nav2,1768528729095820568,1768528729572773679,1768528729573025252,1768528729585330167,476.9531,0.2516,12.3049,489.5096,0.200000,0.000000
162,nav2,1768528729146368400,1768528729583773313,1768528729583827276,1768528729585802784,437.4049,0.0540,1.9755,439.4344,0.200000,0.000000
163,nav2,1768528729197977550,1768528729588356525,1768528729588400821,1768528729594082661,390.3790,0.0443,5.6818,396.1051,0.200000,0.000000
164,nav2,1768528729244861101,1768528729594079322,1768528729596321270,1768528729614313258,349.2182,2.2419,17.9920,369.4522,0.200000,0.000000
165,nav2,1768528729296288810,1768528729599350196,1768528729599393899,1768528729615353973,303.0614,0.0437,15.9601,319.0652,0.200000,0.000000
166,nav2,1768528729344485038,1768528729600823316,1768528729600863316,1768528729616063741,256.3383,0.0400,15.2004,271.5787,0.200000,0.000000
167,nav2,1768528729394387578,1768528729602093826,1768528729602136345,1768528729618483380,207.7062,0.0425,16.3470,224.0958,0.200000,0.000000
168,nav2,1768528729445740473,1768528729606908203,1768528729606953684,1768528729628223761,161.1677,0.0455,21.2701,182.4833,0.200000,0.000000
169,nav2,1768528729484951878,1768528729642378608,1768528729642430700,1768528729645105282,157.4267,0.0521,2.6746,160.1534,0.200000,0.000000
170,nav2,1768528729544623926,1768528729697028354,1768528729697063187,1768528729717106410,152.4044,0.0348,20.0432,172.4825,0.200000,0.000000
171,nav2,1768528729597773731,1768528729764675332,1768528729764731331,1768528729775816655,166.9016,0.0560,11.0853,178.0429,0.200000,0.000000
172,nav2,1768528729635122402,1768528729791510458,1768528729791561698,1768528729797089285,156.3881,0.0512,5.5276,161.9669,0.200000,0.000000
173,nav2,1768528729694337604,1768528729854446725,1768528729854503132,1768528729857221660,160.1091,0.0564,2.7185,162.8841,0.200000,0.000000
174,nav2,1768528729745511787,1768528729912288840,1768528729912340950,1768528729933098149,166.7771,0.0521,20.7572,187.5864,0.200000,0.000000
