Seq,Source,Tsend_pc_ns,Trecv_rpi_ns,Tsend2_rpi_ns,Trecv2_pc_ns,OneWay_PC_to_RPI_ms,RPI_Internal_ms,OneWay_RPI_to_PC_ms,RTT_ms,Linear_X,Angular_Z
137,nav2,1768472718085660117,1768472718087351832,1768472718087386443,1768472718089275184,1.6917,0.0346,1.8887,3.6151,0.200000,0.000000
138,nav2,1768472718135425393,1768472718137056309,1768472718137087420,1768472718139127980,1.6309,0.0311,2.0406,3.7026,0.200000,0.000000
139,nav2,1768472718186491186,1768472718188553609,1768472718188586535,1768472718189990207,2.0624,0.0329,1.4037,3.4990,0.200000,0.000000
140,nav2,1768472718234920583,1768472718239441949,1768472718239473486,1768472718240795749,4.5214,0.0315,1.3223,5.8752,0.200000,0.000000
141,nav2,1768472718285005961,1768472718287337511,1768472718287367808,1768472718288411497,2.3316,0.0303,1.0437,3.4055,0.200000,0.000000
142,nav2,1768472718335153281,1768472718339747417,1768472718339777768,1768472718342206461,4.5941,0.0304,2.4287,7.0532,0.200000,0.000000
143,nav2,1768472718385854796,1768472718387552998,1768472718387587498,1768472718388743690,1.6982,0.0345,1.1562,2.8889,0.200000,0.000000
144,nav2,1768472718439517846,1768472718441333154,1768472718441363246,1768472718442310127,1.8153,0.0301,0.9469,2.7923,0.200000,0.000000
145,nav2,1768472718487959951,1768472718489761602,1768472718489792342,1768472718491026158,1.8017,0.0307,1.2338,3.0662,0.200000,0.000000
146,nav2,1768472718536421095,1768472718538197475,1768472718538229753,1768472718540677355,1.7764,0.0323,2.4476,4.2563,0.200000,0.000000
147,nav2,1768472718587268114,1768472718589153389,1768472718589185112,1768472718590798135,1.8853,0.0317,1.6130,3.5300,0.200000,0.000000
148,nav2,1768472718634994831,1768472718638566794,1768472718638595683,1768472718640478799,3.5720,0.0289,1.8831,5.4840,0.200000,0.000000
149,nav2,1768472718689972813,1768472718691723102,1768472718691754380,1768472718692845071,1.7503,0.0313,1.0907,2.8723,0.200000,0.000000
150,nav2,1768472718737722539,1768472718739778293,1768472718739809812,1768472718740740852,2.0558,0.0315,0.9310,3.0183,0.200000,0.000000
151,nav2,1768472718787626356,1768472718789543214,1768472718789573436,1768472718790422826,1.9169,0.0302,0.8494,2.7965,0.200000,0.000000
152,nav2,1768472718837854258,1768472718841112310,1768472718841142550,1768472718842149795,3.2581,0.0302,1.0072,4.2955,0.200000,0.000000
153,nav2,1768472718888854964,1768472718890803232,1768472718890833380,1768472718892013441,1.9483,0.0301,1.1801,3.1585,0.200000,0.000000
154,nav2,1768472718937166963,1768472718939597603,1768472718939631177,1768472718940544198,2.4306,0.0336,0.9130,3.3772,0.200000,0.000000
155,nav2,1768472718985898661,1768472718991533400,1768472718991563270,1768472718992581065,5.6347,0.0299,1.0178,6.6824,0.200000,0.000000
156,nav2,1768472719036303682,1768472719038781892,1768472719038811651,1768472719040182949,2.4782,0.0298,1.3713,3.8793,0.200000,0.000000
157,nav2,1768472719086374773,1768472719089052106,1768472719089083477,1768472719092577107,2.6773,0.0314,3.4936,6.2023,0.200000,0.000000
158,nav2,1768472719135683075,1768472719137515554,1768472719137548665,1768472719138452041,1.8325,0.0331,0.9034,2.7690,0.200000,0.000000
159,nav2,1768472719187598936,1768472719189598628,1768472719189627998,1768472719192395890,1.9997,0.0294,2.7679,4.7970,0.200000,0.000000
160,nav2,1768472719236602876,1768472719239274161,1768472719239303846,1768472719240250502,2.6713,0.0297,0.9467,3.6476,0.200000,0.000000
161,nav2,1768472719289681480,1768472719292100341,1768472719292130045,1768472719293318034,2.4189,0.0297,1.1880,3.6366,0.200000,0.000000
162,nav2,1768472719336205787,1768472719338042174,1768472719338075026,1768472719339087609,1.8364,0.0329,1.0126,2.8818,0.200000,0.000000
163,nav2,1768472719385899361,1768472719388058631,1768472719388092668,1768472719389373978,2.1593,0.0340,1.2813,3.4746,0.200000,0.000000
164,nav2,1768472719445044161,1768472719451360378,1768472719451385730,1768472719452422920,6.3162,0.0254,1.0372,7.3788,0.200000,0.000000
165,nav2,1768472719486315456,1768472719488233247,1768472719488264377,1768472719489299484,1.9178,0.0311,1.0351,2.9840,0.200000,0.000000
166,nav2,1768472719536610306,1768472719538447610,1768472719538476944,1768472719541208705,1.8373,0.0293,2.7318,4.5984,0.200000,0.000000
167,nav2,1768472719585350305,1768472719587066427,1768472719587098205,1768472719589638800,1.7161,0.0318,2.5406,4.2885,0.200000,0.000000
168,nav2,1768472719635899340,1768472719637575418,1768472719637609214,1768472719638713174,1.6761,0.0338,1.1040,2.8138,0.200000,0.000000
169,nav2,1768472719686938669,1768472719688648998,1768472719688681072,1768472719689815549,1.7103,0.0321,1.1345,2.8769,0.200000,0.000000
170,nav2,1768472719738932264,1768472719740821238,1768472719740851942,1768472719741871709,1.8890,0.0307,1.0198,2.9394,0.200000,0.000000
171,nav2,1768472719785197480,1768472719788681745,1768472719788711300,1768472719790010044,3.4843,0.0296,1.2987,4.8126,0.200000,0.000000
172,nav2,1768472719836199093,1768472719837881836,1768472719837912743,1768472719838757397,1.6827,0.0309,0.8447,2.5583,0.200000,0.000000
