Seq,Source,Tsend_pc_ns,Trecv_rpi_ns,Tsend2_rpi_ns,Trecv2_pc_ns,OneWay_PC_to_RPI_ms,RPI_Internal_ms,OneWay_RPI_to_PC_ms,RTT_ms,Linear_X,Angular_Z
179,nav2,1768473501976806902,1768473501978481818,1768473501978518744,1768473501979503435,1.6749,0.0369,0.9847,2.6965,0.200000,0.000000
180,nav2,1768473502027991754,1768473502032770217,1768473502032804143,1768473502034554698,4.7785,0.0339,1.7506,6.5629,0.200000,0.000000
181,nav2,1768473502076639000,1768473502078326686,1768473502078372945,1768473502081447241,1.6877,0.0463,3.0743,4.8082,0.200000,0.000000
182,nav2,1768473502135927445,1768473502137467038,1768473502137505667,1768473502140174783,1.5396,0.0386,2.6691,4.2473,0.200000,0.000000
183,nav2,1768473502176089275,1768473502177988500,1768473502178026092,1768473502179792824,1.8992,0.0376,1.7667,3.7035,0.200000,0.000000
184,nav2,1768473502237120375,1768473502238781823,1768473502238817674,1768473502239847882,1.6614,0.0359,1.0302,2.7275,0.200000,0.000000
185,nav2,1768473502287092633,1768473502289128838,1768473502289164578,1768473502290242765,2.0362,0.0357,1.0782,3.1501,0.200000,0.000000
186,nav2,1768473502339006790,1768473502340558976,1768473502340592364,1768473502342474959,1.5522,0.0334,1.8826,3.4682,0.200000,0.000000
187,nav2,1768473502388090189,1768473502390104736,1768473502390137902,1768473502391613083,2.0145,0.0332,1.4752,3.5229,0.200000,0.000000
188,nav2,1768473502437264098,1768473502440900933,1768473502440938989,1768473502442925043,3.6368,0.0381,1.9861,5.6609,0.200000,0.000000
189,nav2,1768473502487545385,1768473502489491070,1768473502489526532,1768473502491422690,1.9457,0.0355,1.8962,3.8773,0.200000,0.000000
190,nav2,1768473502537807980,1768473502539756307,1768473502539789566,1768473502542099816,1.9483,0.0333,2.3102,4.2918,0.200000,0.000000
191,nav2,1768473502587768097,1768473502589401919,1768473502589434104,1768473502591562132,1.6338,0.0322,2.1280,3.7940,0.200000,0.000000
192,nav2,1768473502637092571,1768473502639224640,1768473502639262085,1768473502642379894,2.1321,0.0374,3.1178,5.2873,0.200000,0.000000
193,nav2,1768473502688167415,1768473502689934838,1768473502689972875,1768473502694381041,1.7674,0.0380,4.4082,6.2136,0.200000,0.000000
194,nav2,1768473502737236382,1768473502740765924,1768473502740799591,1768473502746224532,3.5295,0.0337,5.4249,8.9881,0.200000,0.000000
195,nav2,1768473502778625071,1768473502780753315,1768473502780787815,1768473502782067376,2.1282,0.0345,1.2796,3.4423,0.200000,0.000000
196,nav2,1768473502835998389,1768473502837365552,1768473502837409107,1768473502838411660,1.3672,0.0436,1.0026,2.4133,0.200000,0.000000
197,nav2,1768473502888613941,1768473502891693914,1768473502891728673,1768473502895612966,3.0800,0.0348,3.8843,6.9990,0.200000,0.000000
